N,C Iterative,C Memoization,Rust Iterative,Rust Memoization
629,0.001987,0.00165,0.00186,0.00193
630,0.002123,0.001684,0.001823,0.00199
631,0.002075,0.001726,0.002109,0.004057
632,0.003015,0.00185,0.002059,0.002181
633,0.002034,0.001784,0.001917,0.002222
634,0.002005,0.001676,0.001984,0.001989
635,0.002016,0.001798,0.001813,0.002043
636,0.002078,0.00172,0.001884,0.002054
637,0.00209,0.001749,0.001875,0.001914
638,0.001973,0.001822,0.001925,0.001841
639,0.001939,0.001895,0.001833,0.001912
640,0.001958,0.001765,0.001855,0.001949
641,0.001873,0.001612,0.001909,0.00191
642,0.001979,0.001648,0.001971,0.00194
643,0.001881,0.001632,0.001842,0.002036
644,0.002015,0.001605,0.001885,0.002078
645,0.001981,0.001628,0.001844,0.001954
646,0.002044,0.001646,0.001845,0.001986
647,0.002004,0.001629,0.001872,0.001928
648,0.001966,0.001667,0.00182,0.001837
649,0.00196,0.001828,0.001842,0.001866
650,0.001936,0.001706,0.002038,0.001973
651,0.00205,0.001691,0.002157,0.001932
652,0.001983,0.001702,0.00192,0.002033
653,0.002081,0.001761,0.002192,0.00194
654,0.001919,0.00172,0.002084,0.002017
655,0.001977,0.001694,0.001949,0.002016
656,0.001932,0.001635,0.001918,0.002077
657,0.001964,0.001617,0.001844,0.002012
658,0.00199,0.001642,0.001881,0.002
659,0.002084,0.001707,0.001835,0.001954
660,0.002051,0.001752,0.001873,0.001813
661,0.002079,0.001876,0.001897,0.001896
662,0.001968,0.001785,0.001904,0.00185
663,0.001949,0.001718,0.002101,0.001918
664,0.001905,0.001766,0.002044,0.002018
665,0.002003,0.001695,0.002296,0.001967
666,0.002081,0.001635,0.002148,0.001966
667,0.001895,0.001642,0.001911,0.002264
668,0.001971,0.001719,0.001916,0.002122
669,0.001973,0.001738,0.001893,0.002081
670,0.00202,0.001613,0.001879,0.001905
671,0.002047,0.00163,0.001908,0.002009
672,0.002127,0.001676,0.001894,0.001986
673,0.002131,0.001753,0.001937,0.001883
674,0.002114,0.001795,0.00192,0.001845
675,0.001939,0.001821,0.001844,0.001839
676,0.001903,0.001676,0.002054,0.00186
677,0.001927,0.001701,0.001981,0.001923
678,0.001976,0.001727,0.002111,0.001917
679,0.001911,0.001669,0.001839,0.002043
680,0.001995,0.001635,0.002029,0.00224
681,0.001974,0.001689,0.001986,0.002098
682,0.001996,0.001673,0.001874,0.001895
683,0.001994,0.001713,0.001891,0.001913
684,0.002134,0.001681,0.001876,0.001991
685,0.002107,0.001779,0.001856,0.001849
686,0.002012,0.001743,0.001778,0.001854
687,0.002034,0.001788,0.001897,0.001952
688,0.001972,0.001862,0.002343,0.001892
689,0.002009,0.001703,0.001934,0.001936
690,0.001917,0.001696,0.002012,0.001937
691,0.001979,0.001714,0.002109,0.001972
692,0.001949,0.001798,0.001932,0.002106
693,0.001915,0.001696,0.001919,0.002087
694,0.002013,0.001642,0.00186,0.002058
695,0.00223,0.001679,0.001918,0.001975
696,0.002082,0.001728,0.001837,0.001926
697,0.002074,0.001623,0.001795,0.001927
698,0.002041,0.001671,0.001874,0.001923
699,0.002044,0.001906,0.001888,0.001877
700,0.002054,0.001864,0.001834,0.001948
701,0.002001,0.001835,0.001914,0.001819
702,0.00195,0.001636,0.001995,0.002071
703,0.00227,0.001924,0.002161,0.00228
704,0.002367,0.001826,0.002395,0.002369
705,0.002245,0.001962,0.002143,0.002185
706,0.00222,0.002147,0.002081,0.002271
707,0.00227,0.002201,0.002084,0.002219
708,0.002386,0.002133,0.002103,0.002463
709,0.002292,0.002036,0.002217,0.002487
710,0.002294,0.001792,0.002162,0.002347
711,0.002374,0.001943,0.002171,0.002195
712,0.002186,0.001828,0.002342,0.002196
713,0.002297,0.002146,0.002403,0.002163
714,0.002338,0.001964,0.002255,0.002493
715,0.002104,0.002047,0.002086,0.002309
716,0.002216,0.002186,0.002735,0.00209
717,0.002353,0.002127,0.002328,0.002125
718,0.002195,0.001987,0.0022,0.002059
719,0.002622,0.001929,0.002267,0.00248
720,0.002316,0.001865,0.002241,0.002191
721,0.002303,0.002012,0.001973,0.002046
722,0.002425,0.002119,0.002149,0.002201
723,0.002372,0.002126,0.002164,0.002206
724,0.002255,0.002371,0.002089,0.002315
725,0.002515,0.001847,0.002165,0.002295
726,0.002406,0.001882,0.002364,0.002272
727,0.002276,0.001753,0.002147,0.002143
728,0.002519,0.00188,0.002301,0.002266
729,0.002196,0.002175,0.002214,0.002263
730,0.002149,0.001913,0.002561,0.002419
731,0.002246,0.001947,0.002228,0.00231
732,0.002206,0.001944,0.002258,0.002159
733,0.002278,0.002004,0.002017,0.002296
734,0.002269,0.002097,0.002432,0.002047
735,0.002254,0.001941,0.002172,0.002159
736,0.002088,0.001893,0.002076,0.00206
737,0.002151,0.001782,0.002164,0.002159
738,0.002319,0.001934,0.002365,0.002015
739,0.002564,0.001983,0.002407,0.002338
740,0.002456,0.002088,0.002287,0.002299
741,0.002293,0.002147,0.002018,0.002229
742,0.002334,0.002084,0.002105,0.002457
743,0.002216,0.001893,0.002147,0.002452
744,0.002455,0.001842,0.002327,0.002293
745,0.002363,0.001763,0.002133,0.002188
746,0.002282,0.001824,0.002003,0.002164
747,0.00247,0.001907,0.002151,0.00195
748,0.002258,0.001789,0.001911,0.002123
749,0.002996,0.001916,0.001999,0.002087
750,0.002222,0.001701,0.001836,0.002224
751,0.002378,0.001809,0.002551,0.002335
752,0.002254,0.001653,0.001964,0.002031
753,0.002192,0.001785,0.001876,0.002251
754,0.002393,0.002183,0.002385,0.002214
755,0.002421,0.002007,0.002247,0.002329
756,0.002174,0.002426,0.002124,0.002338
757,0.002265,0.002003,0.002415,0.002216
758,0.002468,0.002046,0.002332,0.002102
759,0.002395,0.001893,0.002197,0.002075
760,0.002166,0.001788,0.002097,0.001929
761,0.001976,0.001971,0.002132,0.001952
762,0.001999,0.001731,0.001852,0.002068
763,0.001983,0.001697,0.001855,0.002009
764,0.00206,0.001756,0.002063,0.002194
765,0.00239,0.001792,0.002038,0.002435
766,0.002383,0.001884,0.002117,0.002374
767,0.00246,0.001971,0.002126,0.001986
768,0.00203,0.00178,0.001791,0.002223
769,0.002046,0.001705,0.001776,0.002153
770,0.002067,0.001604,0.001963,0.002106
771,0.002184,0.001746,0.005258,0.00696
772,0.007768,0.002652,0.005269,0.003098
773,0.00221,0.002183,0.002178,0.001992
774,0.002193,0.001983,0.002567,0.002231
775,0.002383,0.001817,0.002187,0.001975
776,0.002118,0.002072,0.002251,0.002111
777,0.002342,0.001745,0.002163,0.0021
778,0.002421,0.00201,0.00214,0.002326
779,0.002532,0.002123,0.002043,0.00202
780,0.002419,0.001979,0.001915,0.001804
781,0.002155,0.001682,0.00202,0.00181
782,0.001977,0.00167,0.002072,0.001938
783,0.002053,0.001686,0.004895,0.005909
784,0.005492,0.003224,0.002868,0.003181
785,0.003087,0.002293,0.002769,0.00298
786,0.003099,0.002307,0.00239,0.00248
787,0.002558,0.002647,0.002564,0.00255
788,0.003725,0.003906,0.002521,0.002435
789,0.002595,0.002233,0.002579,0.002289
790,0.002388,0.001956,0.002058,0.002091
791,0.002392,0.00298,0.002261,0.002423
792,0.002913,0.002162,0.002104,0.002316
793,0.003108,0.002124,0.002321,0.002233
794,0.002577,0.001896,0.00225,0.002394
795,0.002206,0.002077,0.002293,0.002259
796,0.002227,0.002023,0.002301,0.002079
797,0.002204,0.001922,0.00196,0.002175
798,0.002182,0.001949,0.002154,0.0022
799,0.002273,0.001977,0.002271,0.002002
800,0.002222,0.002066,0.00206,0.002044
801,0.002248,0.002045,0.002106,0.002023
802,0.002402,0.001885,0.002022,0.002094
803,0.002198,0.002038,0.002325,0.001952
804,0.002035,0.001682,0.002237,0.002259
805,0.002095,0.001779,0.002186,0.002088
806,0.002063,0.001639,0.002168,0.002123
807,0.002126,0.001898,0.002181,0.002196
808,0.002038,0.001595,0.002011,0.002148
809,0.002109,0.001719,0.002177,0.002258
810,0.002246,0.001731,0.001916,0.00217
811,0.002192,0.001675,0.001847,0.002209
812,0.002286,0.001618,0.001956,0.002311
813,0.002278,0.001725,0.002085,0.002402
814,0.002242,0.001701,0.001764,0.00239
815,0.002154,0.001891,0.002324,0.002311
816,0.002125,0.001698,0.001885,0.002213
817,0.00209,0.001657,0.0019,0.002168
818,0.002196,0.001632,0.001784,0.002074
819,0.002403,0.001671,0.001767,0.002113
820,0.002301,0.001752,0.001791,0.001957
821,0.002342,0.001832,0.001828,0.001977
822,0.002663,0.001795,0.001855,0.001986
823,0.002383,0.001756,0.001837,0.001902
824,0.002324,0.001837,0.001954,0.002184
825,0.002223,0.001765,0.001814,0.001828
826,0.002149,0.00195,0.001976,0.002052
827,0.002187,0.001858,0.001959,0.001858
828,0.002183,0.002047,0.001923,0.002167
829,0.002266,0.001918,0.001897,0.00188
830,0.002052,0.001976,0.001889,0.001955
831,0.002152,0.002181,0.001967,0.001818
832,0.002304,0.001979,0.002094,0.001878
833,0.002119,0.001938,0.002099,0.001864
834,0.001995,0.002092,0.002221,0.002002
835,0.002147,0.001925,0.002107,0.001935
836,0.002129,0.002092,0.002082,0.001906
837,0.002299,0.002037,0.002044,0.001976
838,0.002078,0.001891,0.002125,0.002027
839,0.00204,0.001728,0.002161,0.001974
840,0.002048,0.001737,0.002142,0.00201
841,0.002161,0.001811,0.002179,0.001992
842,0.002144,0.001771,0.002292,0.002034
843,0.002277,0.002289,0.002247,0.002042
844,0.002299,0.002019,0.00242,0.002112
845,0.002418,0.001952,0.002212,0.00206
846,0.002108,0.002483,0.00199,0.002201
847,0.00278,0.002538,0.002413,0.00255
848,0.002765,0.002182,0.002398,0.002255
849,0.002586,0.00203,0.002314,0.002253
850,0.002385,0.002324,0.002714,0.002782
851,0.003428,0.003105,0.003029,0.002665
852,0.002995,0.002409,0.002646,0.003024
853,0.003085,0.0032,0.003288,0.002584
854,0.003327,0.002273,0.002365,0.0024
855,0.002561,0.001981,0.002444,0.002434
856,0.002822,0.002088,0.002489,0.002466
857,0.002642,0.00222,0.002664,0.002147
858,0.002478,0.002307,0.002374,0.002113
859,0.00241,0.001976,0.00216,0.002161
860,0.002697,0.002267,0.002149,0.002356
861,0.002731,0.002129,0.002258,0.002529
862,0.002656,0.00186,0.002203,0.002391
863,0.002487,0.001894,0.00207,0.002153
864,0.002527,0.002209,0.00256,0.00254
865,0.002395,0.00208,0.002207,0.002486
866,0.002444,0.002174,0.002415,0.002037
867,0.002344,0.002396,0.002412,0.00217
868,0.002517,0.002183,0.002286,0.002188
869,0.00275,0.002113,0.001969,0.002435
870,0.002568,0.002129,0.002179,0.002493
871,0.002575,0.001817,0.002195,0.002359
872,0.002638,0.002013,0.002515,0.002339
873,0.002632,0.001999,0.00224,0.002279
874,0.002422,0.002042,0.00227,0.002229
875,0.002405,0.002076,0.002419,0.002042
876,0.002802,0.002219,0.002277,0.002182
877,0.002655,0.001936,0.002042,0.002277
878,0.002719,0.002257,0.001966,0.0023
879,0.002945,0.00211,0.002216,0.00222
880,0.002605,0.002008,0.002208,0.002416
881,0.002702,0.00198,0.0023,0.002275
882,0.002495,0.001911,0.002656,0.002471
883,0.002408,0.002048,0.002224,0.002333
884,0.002459,0.002215,0.002359,0.00208
885,0.00248,0.002164,0.002195,0.002037
886,0.0026,0.002177,0.00222,0.002123
887,0.00268,0.002181,0.002033,0.002228
888,0.002625,0.001948,0.00213,0.002284
889,0.002569,0.002042,0.002099,0.002372
890,0.002451,0.001953,0.002031,0.002243
891,0.002763,0.001823,0.002185,0.002222
892,0.002612,0.001936,0.002251,0.002265
893,0.002461,0.001904,0.002303,0.002154
894,0.002257,0.001965,0.002228,0.00226
895,0.002322,0.002037,0.002033,0.002186
896,0.002309,0.001939,0.002187,0.002229
897,0.002348,0.001904,0.002159,0.002108
898,0.002478,0.002136,0.002146,0.001976
899,0.002411,0.001878,0.00218,0.002367
900,0.002382,0.00201,0.002214,0.002006
901,0.002425,0.001905,0.002223,0.002078
902,0.002353,0.001917,0.00222,0.002043
903,0.002462,0.00194,0.002071,0.001982
904,0.002484,0.001955,0.002169,0.002026
905,0.002481,0.002051,0.001983,0.002096
906,0.002443,0.002065,0.001937,0.002154
907,0.002476,0.001995,0.001947,0.002124
908,0.002435,0.002016,0.001891,0.002083
909,0.002448,0.002118,0.001987,0.002241
910,0.002539,0.002195,0.002157,0.002317
911,0.002724,0.001932,0.002208,0.002464
912,0.002746,0.001927,0.002468,0.002279
913,0.002573,0.002046,0.002281,0.002143
914,0.002524,0.002067,0.002576,0.002105
915,0.002496,0.001979,0.002102,0.002023
916,0.002576,0.002223,0.002561,0.00223
917,0.002685,0.002292,0.002171,0.002199
918,0.002762,0.002005,0.002034,0.002204
919,0.00267,0.002045,0.002155,0.002756
920,0.00274,0.00205,0.00244,0.002597
921,0.002765,0.001941,0.002445,0.002499
922,0.002551,0.002238,0.002726,0.002186
923,0.002553,0.002117,0.002503,0.002133
924,0.002499,0.002012,0.002103,0.002123
925,0.002798,0.002183,0.002141,0.00223
926,0.0026,0.001954,0.002029,0.002189
927,0.002551,0.00198,0.002079,0.002281
928,0.002653,0.001833,0.002101,0.00231
929,0.002679,0.00204,0.00221,0.002166
930,0.002469,0.001866,0.002097,0.002217
931,0.002368,0.001892,0.002248,0.002168
932,0.002554,0.001847,0.002275,0.002102
933,0.002324,0.001907,0.002118,0.002162
934,0.00227,0.001749,0.001972,0.002333
935,0.002291,0.001759,0.001945,0.002323
936,0.002331,0.001837,0.00215,0.002202
937,0.00233,0.001716,0.001859,0.00235
938,0.002293,0.001781,0.002077,0.002157
939,0.002331,0.001683,0.002037,0.002336
940,0.002381,0.001684,0.002221,0.002058
941,0.0023,0.002076,0.002194,0.002061
942,0.002219,0.001728,0.002224,0.002088
943,0.00215,0.001686,0.002141,0.002103
944,0.002367,0.002591,0.002648,0.002167
945,0.002612,0.00208,0.002172,0.002221
946,0.002972,0.002078,0.002157,0.002386
947,0.002531,0.00224,0.00213,0.002234
948,0.002707,0.002041,0.002161,0.002298
949,0.002868,0.002048,0.002259,0.002232
950,0.002623,0.001922,0.002267,0.002239
951,0.002448,0.001855,0.00217,0.002212
952,0.002369,0.001938,0.002196,0.002141
953,0.002368,0.002057,0.002122,0.002184
954,0.002338,0.00206,0.002288,0.001982
955,0.002289,0.001904,0.00203,0.002084
956,0.00237,0.001813,0.002393,0.002139
957,0.002379,0.00175,0.00229,0.002046
958,0.002398,0.001909,0.002157,0.002088
959,0.002249,0.001705,0.002099,0.001923
960,0.002239,0.00176,0.002251,0.002009
961,0.002233,0.001683,0.002144,0.002028
962,0.002281,0.001929,0.002681,0.002324
963,0.002535,0.002019,0.002296,0.002005
964,0.002384,0.002254,0.002166,0.00192
965,0.00228,0.001824,0.002056,0.001861
966,0.002313,0.001915,0.00209,0.002025
967,0.00231,0.001933,0.002244,0.001922
968,0.002319,0.002167,0.001999,0.002004
969,0.002502,0.001888,0.002015,0.001937
970,0.002273,0.001865,0.002091,0.001894
971,0.0023,0.002003,0.002139,0.002326
972,0.003158,0.002472,0.002332,0.00247
973,0.003005,0.001969,0.002045,0.002234
974,0.003303,0.002252,0.002439,0.002306
975,0.002641,0.002215,0.00219,0.002147
976,0.002441,0.002187,0.00222,0.001931
977,0.002477,0.001772,0.002102,0.001944
978,0.002222,0.001703,0.002264,0.002068
979,0.002408,0.002108,0.002147,0.0019
980,0.002229,0.001751,0.00215,0.001981
981,0.002208,0.001727,0.0021,0.001977
982,0.00222,0.001857,0.002356,0.002036
983,0.002199,0.001915,0.002353,0.001993
984,0.00224,0.001746,0.002208,0.001959
985,0.002346,0.001808,0.002218,0.002075
986,0.002363,0.001851,0.002261,0.001973
987,0.002304,0.002018,0.002234,0.002045
988,0.002425,0.001916,0.002207,0.001928
989,0.002252,0.001874,0.002224,0.001983
990,0.002291,0.002148,0.002063,0.00198
991,0.002213,0.002004,0.002141,0.002036
992,0.002515,0.001936,0.002091,0.001909
993,0.002257,0.001955,0.00211,0.001971
994,0.002363,0.002086,0.002178,0.001867
995,0.002341,0.002289,0.002032,0.001954
996,0.002431,0.002133,0.001963,0.001858
997,0.002497,0.002066,0.002152,0.001911
998,0.002331,0.002057,0.001968,0.001951
999,0.002406,0.002175,0.001998,0.00211
